id,name,type,timestamp
1317,visited: /,navigation,"26/02/2026, 13:32:52"
1318,visited: /search,navigation,"26/02/2026, 13:32:54"
1319,visited: /player-add-entry,navigation,"26/02/2026, 13:32:55"
1320,visited: /,navigation,"26/02/2026, 13:32:57"
1321,visited: /entry/112,navigation,"26/02/2026, 13:32:59"
1322,visited: /player-add-entry,navigation,"26/02/2026, 13:33:03"
1323,visited: /bookmarks,navigation,"26/02/2026, 13:33:05"
1324,visited: /,navigation,"26/02/2026, 13:33:09"
