id,name,type,timestamp
1317,visited: /entry/112,navigation,"26/02/2026, 12:27:48"
1318,visited: /hashImport,navigation,"26/02/2026, 12:27:50"
1319,visited: /bookmarks,navigation,"26/02/2026, 12:27:50"
